RUN,GEN,SMILES,VINA
4,30,Cc1[nH+]n(CC(=O)N2CCC3=C(C2)/C(=C2\C[C@H](C)[C@@H](F)c4ccccc42)[NH2+]N3)c(=O)c2ccccc12,-11.1
4,30,Cc1nn(C/C(O)=[N+]2\CCC3=C(C2)/C(=C2/C[C@@H](C)[C@H](F)c4ccccc42)NN3)c(=O)c2ccccc12,-11.1
7,25,COc1cc(=O)n2c(c1C(=O)N1CCc3ccccc3C1)CCN(Cc1cc([O])c3c4c(cccc14)C=C3)CC2,-11.1
7,25,O=C([C@H]1CC[C@H]2C=CC3=CC=C[C@@H]1[C@@]32C(F)(F)F)[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,-11.1
7,25,O=C([C@H]1CC[C@H]2C=CC3=CC=C[C@@H]1[C@@]32C(F)(F)F)[C@@H]1CCCN(c2[nH+]c[nH+]c3[nH]ccc23)C1,-11.1
7,11,O=C([C@H]1CC=C([O-])[N@@H+](Cc2cc3c(c4[nH+]o[nH+]c24)OCC3)C1)[C@@H]1CC[C@@H]2C=CC3=CC=C[C@@H]1[C@@]32C(F)(F)F,-11.1
2,26,Cc1cc(Cn2cc(C(=O)/[NH+]=C(/N=C=O)c3cc(F)cc4ccccc34)[nH+]n2)c(F)c2ncccc12,-11.1
2,26,Cc1cc(Cn2cc(C(=O)/[NH+]=C(/N)c3cc(F)cc4ccccc34)nn2)c(F)c2ccccc12,-11.1
2,29,Cc1cc(Cn2cc(C(=O)/[NH+]=C(/N=C=S)c3cc(F)cc4ccccc34)[nH+]n2)c(F)c2ccccc12,-11.1
2,29,CC(=O)N(C(=[NH2+])c1cc(F)cc2ccccc12)C(=O)c1cn(Cc2cc(C)c3cccnc3c2F)nn1,-11.1
2,30,CC(=O)N(C(=N)c1cc(F)cc2ccccc12)C(=O)c1cn(Cc2cc(C)c3cccnc3c2F)nn1,-11.1
5,30,Cc1noc2nc(-c3c(F)ccc4ccccc34)cc(C(=O)NC(=[NH2+])C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2[nH+]c(-c3cccc4ccccc34)cc(C(=O)/N=C(\N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1noc2nc(-c3c(F)ccc4c3[nH]c3ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2nc(-c3cccc4c3[nH]c3ccccc34)cc(/C(O)=[NH+]/C(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1noc2[nH+]c(-c3c(F)ccc4c3[nH]c3ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2nc(-c3cccc4ccccc34)cc(C(=O)NC(=N)C3=N[N]C(=O)c4ccccc43)c12,-11.1
5,30,Cc1[nH+]oc2[nH+]c(-c3cccc4ccccc34)cc(C(=O)NC(=[NH2+])C3=N[N]C(=O)c4ccccc43)c12,-11.1
